WorkerId,na.pct,n,implausible,plausible,Answer.English,Answer.country,Answer.proficiency1,Answer.proficiency2,WorkTimeInSeconds,Answer.answer,HITId,AssignmentStatus,AssignmentId,filler.left,filler.right,diff
A1V2Z3DVTZGNQQ,0,54,6.2,6.6,yes,USA,"When I was younger, I would go to school and kids","It's raining tomorrow, so what?",489,thanks given this survey,3SA4EMRVJV2SKPA164KB92X59U80P8,Approved,3LS2AMNW5FQ0921SY46COSEJX8GOQ5,7,1,0.4
A1V3LZ17TYZZPA,0,54,2.125,4.875,yes,USA,"When I was younger, I would go to school and enjoy my classroom actives.","It's raining tomorrow, so canceled my plan.",2593,nice survey.,36FQTHX3Z3RMXN8O6MKTGGQNV2D3BL,Approved,3PZDLQMM0TLI8U246O7KXAMZSOJC2I,7,1,2.75
A1V5HHR4OO6BHB,0.018518519,54,5.888888889,6,yes,USA,"When I was younger, I would go to school and GROUND","It's raining tomorrow, so IAM HAPPY",2753,GOOD,39O6Z4JLX2XDMZD8VSIHO89Y5PTXVK,Approved,34MAJL3QP4N4Y8L8H9F7XMF36P2438,2,1,0.111111111
A1VOTY43NOW4MW,0,54,5.75,5.25,yes,USA,"When I was younger, I would go to school and TUTION","It's raining tomorrow, so I WAS HAPPY",2380,GOOD,39WSF6KUV2L9QFDUZB6B5RUJTQLOE0,Approved,3TE22NPXPBCPG44CHNKQ7R79KPY44T,7,1,-0.5
A1VR1XQEQQXYUE,0,54,1.4,5.5,yes,USA,"When I was younger, I would go to school and paint several pictures of houses and trees","It's raining tomorrow, so i will probably drive to work instead of bike to work",359,{},3NSM4HLQNRU18UGFNFTFODEXRURQQM,Approved,3OHYZ19UGC58MMUB989QYSZETQUOAY,7,1,4.1
A1W3QW2GKDBHWE,0,54,3.75,2.75,yes,USA,"When I was younger, I would go to school and I loved drinking the chocolate milk during lunch.","It's raining tomorrow, so I better remember to pack an umbrella.",245,{},3XJOUITW8URE0A874JNATIPKB1QTQ3,Approved,3P4RDNWND569RTMC5J9Y7U6B74RJIG,7,1,-1
A1W9L9NFWUSQFQ,0,54,4.6,3.2,yes,USA,"When I was younger, I would go to school and music class in the morning","It's raining tomorrow, so i take leave",1510,interesting,3JTPR5MTZSCQ45ZMQILFUG7XWSD5KX,Approved,3YGXWBAF70HSB8HRA2Q8QPJXC2F4C6,7,1,-1.4
A1WIRNAFVTFNJL,0,54,5.25,5.25,yes,USA,"When I was younger, I would go to school and collage","It's raining tomorrow, so i don't go out",1596,good to work,3Z3R5YC0P3NH9LIYQ3CGHJL64ZHTF9,Approved,3ZPBJO59KP1WSCB0P5524KAJ27DDH1,7,1,0
A1XF1A9QVIBFGJ,0.018518519,54,5.875,5.875,yes,USA,"When I was younger, I would go to school and home","It's raining tomorrow, so leave",3473,good,3KG2UQJ0MJOG5X3N7N1YKJJSMJ4NQW,Approved,304SM51WA34S3ORWM3QVD8TL8XIBSD,7,1,0
A1YSYI926BBOHW,0,54,1.4,7,yes,USA,"When I was younger, I would go to school and plat with friends.","It's raining tomorrow, so bring an umbrella.",275,{},3ABAOCJ4R84ANFINVMMY74USHTUQMZ,Approved,3B3WTRP3DB2GAWV1U4XTVKLRM3G92Y,7,1,5.6
A1YUSEUNQ6SCPR,0.018518519,54,4.8,4.2,yes,USA,"When I was younger, I would go to school and i want to spend time with my friends","It's raining tomorrow, so will buy some things",1901,{},3TUOHPJXYHXQ1ODDL2NDAASCCYVXWU,Approved,3HFNH7HEMHECHPKUALT4JJ5H6MPGQA,7,2,-0.6
A1YVERGDC9B34B,0,54,2.625,4,yes,USA,"When I was younger, I would go to school and go to the playground","It's raining tomorrow, so carry an umbrella with you when you go out",1905,NICE,3MWOYZD5WVODKLQ7SA9UVEOS7IMNOO,Approved,3MRNMEIQW56YE8UQGQK0WC3QJOODLA,7,1,1.375
A1YWT5B2G2Z39V,0,54,6.375,6.5,yes,USA,"When I was younger, I would go to school and tution with danceclass.","It's raining tomorrow, so enjoy the day.",1339,nice,3W5PY7V3UP7TV93OJZQ04Y5DC8GYJ6,Approved,3X1FV8S5JXR4MXGBWKNEP64PNE4GV4,7,1,0.125
A1Z1O6MMOB3UWW,0,54,1.125,6.75,yes,USA,"When I was younger, I would go to school and make new friends at recess.","It's raining tomorrow, so I won't be doing any yardwork.",415,n/a- thanks,39XCQ6V3KY4J5QEXOEREKX2FVXT65T,Approved,3L70J4KAZGMHIP3MJZVANYNFPCPDAS,7,1,5.625
A1Z75YN38W5ICD,0.018518519,54,4.5,4.25,yes,USA,"When I was younger, I would go to school and class","It's raining tomorrow, so i was there in my dreams",2110,good,32LAQ1JNT9P6S3FOLS7F3JM9EMWTU8,Approved,31JLPPHS2UU821VQ0TUGBKL8NG2O32,7,1,-0.25
A1ZDR2UN7M92LI,0,54,1.2,7,,,"When I was younger, I would go to school and learn what the teachers taught me.","It's raining tomorrow, so I will bring an umbrella with me.",1608,Thanks,3HUR21WDDUPUQT8D0351V7DSN6VXYT,Approved,33PPO7FECVFWO7MKVNNN4WBY2KSDIU,7,2,5.8
A1ZLR7V2V8QPA0,0,54,4.75,3.75,yes,USA,"When I was younger, I would go to school and  I learned lessons. I learned a lot of things in school.","It's raining tomorrow, so It is necessary to take an umbrella to school tomorrow.",2880,Very interesting,38VTL6WC4ADLOAO3UXM63OM8U7LY5K,Approved,3R6P78PK7KBP95CMRPNZOOG4QTPTG2,7,1,-1
A209KMZQTLEZZC,0.018518519,54,1.75,7,yes,USA,"When I was younger, I would go to school and learn the multiplication tables.","It's raining tomorrow, so maybe we shouldn't go hiking.",1531,{},3DGDV62G7O9ZGZDFLROPSQQK6SS2PU,Approved,3QBD8R3Z21JTKXEU07ZZLPDE1GYO4N,7,1,5.25
A20C38AB8D6Z2L,0.018518519,54,6.4,6.4,yes,USA,"When I was younger, I would go to school and study with my friends.","It's raining tomorrow, so you better travel today.",1968,{},3VCK0Q0PO5ESH4YOQP7J5DSA9F70NC,Approved,3O7L7BFSHEP1GD0KRIY7AETJ2WUEIP,7,1,0
A20EVX30W7PLZK,0,54,6.75,6.375,yes,USA,"When I was younger, I would go to school and to play soccer in playground.","It's raining tomorrow, so I would not to play Basketball.",1552,Nice Survey,3PGQRAZX02KMUCME6TZEWZW08RTSYG,Approved,3Q5C1WP23M1QKOBT8AKYEL6K81J15I,7,1,-0.375
A2243MRVES76QA,0,54,4.375,4.5,yes,USA,"When I was younger, I would go to school and com for evening time play walk in road and play games for my mobile in my mom car side.","It's raining tomorrow, so I am go for out place take my umbrella so best help tomorrow but not rain waste for umbrella.",1287,He is good study and my answer for very honest all question so please paid this hit thank you so much.,3M4KL7H8KVNKH8DENRP2H7PYJHO61B,Approved,3SITXWYCNV90Z5DVGDWICGADNCLBXM,7,1,0.125
A22AL9CY652GH4,0,54,4.25,4.125,yes,USA,"When I was younger, I would go to school and play with my friends","It's raining tomorrow, so can't go to the school",588,none,3W9XHF7WGKVSP7ACRE3DXWDBCVYTKB,Approved,3L6L49WXW0X7CN8CVS30CJDNKLT45Y,7,1,-0.125
A22DF0EWILGRLV,0,54,1,6.8,,,"When I was younger, I would go to school and then return home","It's raining tomorrow, so I will bring an umbrella",2399,Thanks for allowing me to participate. Keep up the excellent research.,324N5FAHSXB72ZE1W93SYE1W9GEVKT,Approved,3TVRFO09GKFCCEZ77QLCQJ6IZ6YLXI,7,1,5.8
A22FZZT4I6HVCO,0,54,6.375,5.5,yes,USA,"When I was younger, I would go to school and playground","It's raining tomorrow, so i am going to rest",506,good,37VUR2VJ6AP9XPMFXI2537H8F3Z1CY,Approved,38SKSKU7R1XFMJAC84LBN9J3BTULII,4,1,-0.875
A22W4Y4UI182L2,0,54,5.125,4.375,yes,USA,"When I was younger, I would go to school and many things","It's raining tomorrow, so school leave",2436,good work,3XUSYT70IT1JVS7B1VTG98GGVB50DU,Approved,3IOEN3P9S7JM3SB7DTU36RKK4WW160,7,1,-0.75
A23EWFNNOUS10B,0,54,1.3,7,yes,USA,"When I was younger, I would go to school and learn about science.","It's raining tomorrow, so bring an umbrella.",2181,{},3WPCIUYH1A8KB142ZXHQTJILSM1TDY,Approved,3EICBYG644WIEQ0CD9DCWR8GUZ5JCC,7,1,5.7
A23S43T3IIQ9RU,0,54,3.75,3.875,yes,USA,"When I was younger, I would go to school and listening classes","It's raining tomorrow, so Carry an umbrella when going outside",459,I like this survey,31MCUE39BKMIO4GZM8C7HRHKBF53G2,Approved,3VAR3R6G1P1U3Y1WCAPC21TJ32UO8U,2,1,0.125
A245AY2S0S7IS4,0,54,5.125,6.375,yes,USA,"When I was younger, I would go to school and learn a new skills","It's raining tomorrow, so expect to office leave",3577,GOOD,3EN4YVUOUCS4V4DEE34YLKY4A2MXJZ,Approved,3P529IW9KYLVCS8M7WFQKC6BV12LFR,7,1,1.25
A246HX5PKVY1MO,0,54,4.875,4.5,yes,USA,"When I was younger, I would go to school and play with friends","It's raining tomorrow, so I will don't go outside.",1254,Good and useful survey.,31S7M7DAGGQ39DSUCEFECWQQ1V3TLE,Approved,3PJUZCGDJ6GRWBXQAL6U5BYU83A892,7,1,-0.375
A24LB89P1BPKKF,0,54,1,6.625,yes,USA,"When I was younger, I would go to school and learn as much as possible.","It's raining tomorrow, so I will need to bring my umbrella.",2337,{},3OCZWXS7ZO71OBH4BIXG9GKCLSI5L0,Approved,345LHZDEDXS3F6FNWF6PAQDX52Q3UU,7,5,5.625
A24LUXW1DB1QI5,0,54,1.375,6.375,yes,USA,"When I was younger, I would go to school and learn new things.","It's raining tomorrow, so I will bring an umbrella.",657,{},3XDSWAMB22SXET6WIXSK48PGNFQQCH,Approved,33PPO7FECVFWO7MKVNNN4WBY2KUDIW,3,1,5
A24M9OW53CLT94,0,54,1.25,5.5,yes,USA,"When I was younger, I would go to school and diligently listen to my lectures.","It's raining tomorrow, so I better think about what I can appropriately wear.",1614,{},3IV1AEQ4DRDEG3C66VS65LHBJTE8J3,Approved,3RANCT1ZVFH8I1J0B8LVS9B9TU3BUT,7,1,4.25
A24PRZS7ANKGO3,0,54,1.8,4.7,yes,USA,"When I was younger, I would go to school and learn lessons","It's raining tomorrow, so I won't go outside",1140,nice,3L7SUC0TTUUMZMDOEOSJSY3A4PX0MC,Approved,3K2755HG5S3CEGKUUFH21ZY6MS2DF5,7,1,2.9
A2541C8MY0BYV3,0,54,1.25,6.75,yes,USA,"When I was younger, I would go to school and make friends with other children.","It's raining tomorrow, so i will bring an umbrella.",1577,{},3LAZVA75NIRHVZ1E6RBA3QLUWNW2OD,Approved,30JNVC0OR9KQHLF5URBM4JHILM1QHI,7,1,5.5
A256FHXGSY0E5D,0,54,1.1,6.8,yes,USA,"When I was younger, I would go to school and do my best to learn.","It's raining tomorrow, so I will bring an umbrella.",1010,{},304QEQWKZPKAZPY0R47WK2SFZPC0OR,Approved,3PJ71Z61R429LBD5B0XFQ1BMUX2199,7,1,5.7
A257QFGD9M1K09,0,54,3.75,4.625,yes,USA,"When I was younger, I would go to school and home","It's raining tomorrow, so, i will stay home",504,{},3ZQX1VYFTD5SHE33M8KBDHYXINO8OM,Approved,3QFUFYSY9YFZEK1114G9YV409F84FI,7,1,0.875
A25JK318VW9R4Z,0,54,4.375,3.875,yes,USA,"When I was younger, I would go to school and i complete the college","It's raining tomorrow, so i am leave for office",253,good,3A9LA2FRWSE84YIOQ31D97IPXAIXHU,Approved,3FIUS151DV2L40QG7POSP51F0ZGGGF,7,1,-0.5
A25MM8IKSW3G19,0,54,1,6.875,yes,USA,"When I was younger, I would go to school and and pay attention to my teachers","It's raining tomorrow, so I will not be going to the beach",460,{},37SDSEDIN927LMW2G6M01LLPPCE18S,Approved,3DPNQGW4LLF3VR8Q0BD54PRNGG464G,7,1,5.875
A25N0K40JAZTN1,0,54,1,6.5,yes,USA,"When I was younger, I would go to school and pay attention to the teachers.","It's raining tomorrow, so I'll stay inside and practice my disc golf putting in the basement.",1649,Thank you.,3QD8LUVX4XYWO5YTP104KAFZS1S5XM,Approved,3WI0P0II61S9H6P3LAHWIOCPPGBDRY,7,1,5.5
A27TE0L5XP1H0U,0,54,1.25,6.125,yes,USA,"When I was younger, I would go to school and play with all the other kids.","It's raining tomorrow, so I am not going to work outisde.",1154,{},3THR0FZ95PTNWLNMGXTFIMK32NMLOK,Approved,3DH6GAKTYYPLH86LRNYNHCOPGLZYZJ,7,1,4.875
A281NYJUA83Y3Y,0.018518519,54,1.75,5.5,yes,USA,"When I was younger, I would go to school and play soccer during recess breaks.","It's raining tomorrow, so I will be sure to bring my umbrella.",1946,"Nothing else to add. Thanks,",3N2YPY1GI6Y4GZMR0NSP0JORPJIVE9,Approved,3B1NLC6UGZWRHDJFA8EFJEF71Q3GPJ,7,1,3.75
A28AXX4NCWPH1F,0,54,1,7,yes,USA,"When I was younger, I would go to school and learn about many subjects.","It's raining tomorrow, so I need to bring my umbrella",1774,{},38DCH97KHH2KM7C2SP96RC2BDZZQJV,Approved,3JJVG1YBEBXRXMTLA7DNKXJTUDAB5B,5,1,6
A28ZPY6D5AS7GZ,0,54,1.6,6.9,yes,USA,"When I was younger, I would go to school and try to learn some things.","It's raining tomorrow, so I will not be riding my bike.",2332,{},3JAOYN9IHL2HUS4BRT5NYXSB7A033U,Approved,37W3JXSD668HND1GG0EGI8U7ZJVYWT,5,1,5.3
A29IBN8FCHRVW1,0.018518519,54,4.875,5.5,yes,USA,"When I was younger, I would go to school and play with my friends","It's raining tomorrow, so weather will be cool",552,good,34ZTTGSNJXOOV1HC4P6LFZMW07VQHQ,Approved,3YDTZAI2WXG8O57TU51O9T0685Q41I,7,4,0.625
A2A5HAPJD18TRU,0,54,1.75,6.75,yes,USA,"When I was younger, I would go to school and learn many important things.","It's raining tomorrow, so I will need to wear a raincoat.",268,{},3Q9SPIIRWJME5B5KASVZQ2HEBDMWAP,Approved,3WR9XG3T63BMZRMVJLIXA3RJBRO74G,7,1,5
A2A6FH0F7LD9ND,0,54,1.5,6.875,yes,USA,"When I was younger, I would go to school and sleep on the desk.","It's raining tomorrow, so I will take an umbrella.",1072,"Thanks, tried my best.",3PIOQ99R7YM8XQA4OWL3UKGHP4ANU1,Approved,3S96KQ6I9M4MXL2VPZMRI3D7D19DTC,4,1,5.375
A2AAFWAAS9C1QC,0,54,1.125,7,yes,USA,"When I was younger, I would go to school and learn from my teachers about history.","It's raining tomorrow, so I won't be able to mow the yard.",855,Best wishes with your research.,3YGE63DIN8XI4Y72IQY61W512RB0W3,Approved,39L1G8WVWQRN69OPURW5ZO80U5S13S,7,1,5.875
A2ACDTRC5JDHJ5,0,54,4.875,4.375,yes,USA,"When I was younger, I would go to school and collage","It's raining tomorrow, so very cool",3014,interesting,3G3AJKPCXLS3SRK3GS3WYWGUUBQY4F,Approved,3483FV8BEEJTSDT3WXUHBAUPW2862K,7,1,-0.5
A2AOMO4290G7Q6,0,54,3.625,3.625,yes,USA,"When I was younger, I would go to school and college","It's raining tomorrow, so home",1050,good,3QREJ3J433X46U27I51MB53UIICLK0,Approved,3WSELTNVR32OZEZJ5PVPS251SYBAT6,7,1,0
A2AU2E2E9A0I1,0,54,1,7,yes,USA,"When I was younger, I would go to school and come home and do homework.","It's raining tomorrow, so I will stay inside.",1224,Thank you!,3JVP4ZJHDPS033NXT9UR05WTNGD0IW,Approved,3GLB5JMZFXVISGGP5ZNKJKYIN70GD5,7,1,6
A2B153AHPWHLH1,0.018518519,54,1,6.875,yes,USA,"When I was younger, I would go to school and socialize with my friends for most of the day.","It's raining tomorrow, so will bring an umbrella when I go to work.",2562,Everything was fine.,3SSN80MU8COZ6OJWWO4AMZYHPRMXKY,Approved,3OXV7EAXLEQIDVPM0X8MUKZH2G863V,7,1,5.875
A2BK9RMC0NOIH8,0,54,1.5,4.9,yes,USA,"When I was younger, I would go to school and read the math textbooks.","It's raining tomorrow, so I am going to bring an umbrella.",732,{},3MNJFORX8B4FOJ78P7UIE3FSOWW5FV,Approved,39U1BHVTDLROFT0YWAGF5URVMOL3T5,7,1,3.4
A2DCKE7398C0XV,0,54,2.125,3.125,yes,USA,"When I was younger, I would go to school and play with my friends","It's raining tomorrow, so i never go outside",1168,none,3D4BBDG7ZHW57S0UKMGOR0W5DND3CS,Approved,38YMOXR4MUZF4TRAAHJOZHAE0936W2,7,1,1
A2DWIUJI9NIHFW,0,108,4.5,4.5,yes,USA,"When I was younger, I would go to school and  learn computer knowledge","It's raining tomorrow, so  we cannot go to the party",303,good,3GS542CVJVN6N9GVMLUQ47THLY1957,Approved,34X6J5FLPTYM8RAVIRE7GWXXYE9JQK,7,1,0
A2DWIUJI9NIHFW,0,108,4.5,4.5,yes,USA,"When I was younger, I would go to school and i learning computer knowledge","It's raining tomorrow, so  we  cannot go to the party",744,good,3XBXDSS888JAQU1EHOGB1ZBWERRXL1,Approved,37C0GNLMHF3GVNRJTMEY7TLTTTXD60,7,1,0
A2E0LU8V4EUX5C,0,54,1,6.25,yes,USA,"When I was younger, I would go to school and walk to the bus stop.","It's raining tomorrow, so I will have an umbrella ready.",1084,"all sentences and page loaded properly, no issues encountered.",3WRBLBQ2GR8M7CH23LUOFTJD83L0G4,Approved,3GA6AFUKOOOYAK93WGZQRBO7BUO3HT,7,1,5.25
A2EI075XZT9Y2S,0,54,2.5,6.625,yes,USA,"When I was younger, I would go to school and learn while in class.","It's raining tomorrow, so bring an umbrella.",1794,{},3BKZLF990ZZAHW71EPA91ZHZQ38QYP,Approved,317HQ483I7S5AJDXKH1Q01NSGOUINH,7,1,4.125
A2EUBRVLXT62HU,0,54,5,5,yes,USA,"When I was younger, I would go to school and to play soccerin play ground.","It's raining tomorrow, so i would not play soccer",1572,good survey,3VMV5CHJZ8FNNLET1NIYZ4LI5EHTG8,Approved,37UEWGM5HT8FPB9R5HX1HMBG0J81RW,7,1,0
A2F1AA15HG0FRU,0,54,1.75,6.875,yes,USA,"When I was younger, I would go to school and occasionally learn something.","It's raining tomorrow, so I think I'll stay in.",1012,{},306996CF6WKQNKU9JI6ASNBQXIZ1BR,Approved,3Q8GYXHFEP2A7RLRO79IVHPBCYAC5J,7,1,5.125
A2F1JQAQ1WHYEU,0,54,5.25,5.625,yes,USA,"When I was younger, I would go to school and college","It's raining tomorrow, so cool",1058,good and interesting,372AGES0I45LTSWRM8D7NBKVKJGXRR,Approved,3907X2AHF0512JB8BTTQHAL6R7YP29,5,7,0.375
A2FEPNA8OA1UE,0,54,2,7,yes,USA,"When I was younger, I would go to school and learn new things.","It's raining tomorrow, so I will sleep.",443,{},3IQ9O0AYW6Z1JCKORBI1KGYYKR9TI0,Approved,33FOTY3KEMLBJ9K8NK76SRCU0I5C11,7,1,5
A2FGKKWP33DFWS,0,54,1.875,6,yes,USA,"When I was younger, I would go to school and study hard to get good grades.","It's raining tomorrow, so the ballgame will likely be postponed.",913,{},3YCT0L9OMM9SIDI0ZRQ3FJYT47PNSL,Approved,3EQHHY4HQSSNO31WQT51L8AQAQ2G5X,7,1,4.125
A2FL477TMKC91L,0,54,1,6.8,yes,USA,"When I was younger, I would go to school and then I would go to band practice.","It's raining tomorrow, so I better bring an umbrella with me.",1347,"Might I suggest using somewhat more memorable for your survey codes? ""Red forest"" is not all that memorable, but something like ""scowling marmoset"" is. For those of us who work on mTurk a lot, it's difficult to remember all the HITs we've completed. Memorable names would help.",37MQ8Z1JQEWTPD5GCEK85HJWAXV2YO,Approved,3OS46CRSLFZ2P4R5K7ESDFR0T016VS,7,1,5.8
A2FYFCD16Z3PCC,0,54,1.6,7,yes,USA,"When I was younger, I would go to school and learn about many different subjects.","It's raining tomorrow, so if I go somewhere I'll bring an umbrella.",1701,{},3MDKGGG61QNLQSPNPA9CND8TB0ET66,Approved,3LUY3GC63Z08OK8EH5ALD12E2NKP7P,7,1,5.4
A2GCPNX75LDVAB,0,54,4.875,5.875,yes,USA,"When I was younger, I would go to school and playing game with my friends.","It's raining tomorrow, so don't be going outside because rain causes a fever and cold.",1155,very interesting,3ROUCZ907FUV26QJTP97A3OXXSROO4,Approved,3KIBXJ1WD5UEYZ3XLZMFS62AY2OOKD,7,1,1
A2IFHU3P1MF54K,0,54,3.875,4.25,yes,USA,"When I was younger, I would go to school and play football with my best friend; James and Konnie.","It's raining tomorrow, so i wouldn't be able to come for the party.",2243,The survey was simple and easy.,30P8I9JKOIL4KGTYPMZMWPIECQK5VJ,Approved,37WLF8U1WPQO9TXTL30LB6GJD2U6K6,7,1,0.375
A2IMGMVY8TRJE4,0,54,3,2.8,yes,USA,"When I was younger, I would go to school and play in the ground","It's raining tomorrow, so unable to attend the class",835,good to do,37S0QRNUFBGPWMGNFRVFGV8X3IK88J,Approved,3YMU66OBIN8Z4WLRRV6AA5DGFZTGHE,7,1,-0.2
A2IQ0QCTQ3KWLT,0.018518519,54,1.5,6.375,,USA,"When I was younger, I would go to school and talk to my teacher","It's raining tomorrow, so I will stay indoors",998,{},31D0ZWOD0AZLXL4ZHL2EJ78AA880AS,Approved,3Z7ISHFUH0V622F3EJ0TIZ0NN6X8ZG,7,1,4.875
A2J5N770I859WE,0,54,1.375,6.75,yes,USA,"When I was younger, I would go to school and then I would play with my friends.","It's raining tomorrow, so I will not go for a walk.",1532,{},35O6H0UNLSGVTLT48XL3T17KH3D5JY,Approved,3ATPCQ38J8AKG0YDFVIO0JXG70TAYV,7,1,5.375
A2JR38ES001MRL,0,54,4.75,5.5,yes,USA,"When I was younger, I would go to school and playing baseball","It's raining tomorrow, so i will not come out",3285,it is very interesting survey,3YGYP136419GHYINK2QYP9TXI56NRX,Approved,3PJUZCGDJ6GRWBXQAL6U5BYU838981,7,1,0.75
A2K3HEVVEWLUS4,0,54,5.3,5.4,yes,USA,"When I was younger, I would go to school and finish my homework","It's raining tomorrow, so prepare my rain coat",1452,nice,3ZLW647WALVS9A8SNTRIFNNJ1W032J,Approved,3F6KKYWMNB1O28XBS30F947FOJMDNA,7,1,0.1
A2KGELV8JP76TJ,0,54,5.75,6,yes,USA,"When I was younger, I would go to school and know about the studies.","It's raining tomorrow, so i can't go anywhere.",2701,Nice experiment.,32K26U12DNOZOT8R4SH5U166P7HVDG,Approved,3LOTDFNYA7ZBNMKLBAMSTNNRT86FWE,7,1,0.25
A2KMED79GMTHF9,0,54,4.625,4.625,yes,USA,"When I was younger, I would go to school and to Play soccer in Play ground.","It's raining tomorrow, so i Would not Go to play soccer.",1125,good Survey,3P520RYKCH64714YKWPH03GVYJB5UU,Approved,3T111IHZ5EQXEGCM9UCUWSTZYVW9RD,7,1,0
A2L3TUL384L59H,0,54,5,4.5,yes,USA,"When I was younger, I would go to school and ,learned.","It's raining tomorrow, so ,to carry on umbrella.",1744,Very interesting task.,3SU800BH86ST0NNW4ODKYEBMUFXQUR,Approved,3VD82FOHKQOWF1R9TM5H4NP2TTFOC0,7,1,-0.5
A2L3X4ZZ0J2DZ2,0,54,2,6.75,yes,USA,"When I was younger, I would go to school and study as hard as I can.","It's raining tomorrow, so I will bring an umbrella.",609,Thank you for the opportunity.,3ULIZ0H1VA5OY4D0I8FXP1BYNMD15Q,Approved,39O5D9O87TS7TCYNAOLPGKRRY2JC3T,7,1,4.75
A2LQJPUNUO9Z7I,0,54,5.25,4.25,yes,USA,"When I was younger, I would go to school and collage","It's raining tomorrow, so i don't go out",1766,good to work,3K8CQCU3KE1LPUZ9JW04C81EAKLNW0,Approved,3GFK2QRXX9HJLPRW5Y9J7BWE4EU5WN,7,1,-1
A2M64C76K8WFF,0,54,3.75,3.75,yes,USA,"When I was younger, I would go to school and it's a memorable moment in my life.","It's raining tomorrow, so enjoy with raining.",547,{},371QPA24C2OQJ6OQJ4XVSHHC3PYT18,Approved,3AMYWKA6YBM7ZKI8JVSEINXSX74O68,7,1,0
A2MCG5W6LHSRG9,0,54,1.75,7,yes,USA,"When I was younger, I would go to school and learn to read and write.","It's raining tomorrow, so I better bring an umbrella.",532,{},3U74KRR67MLTXDVFORVTPOUF6Q3TNG,Approved,3Z2R0DQ0JHEX5SMI2FDFNYM2D0WE2D,7,4,5.25
A2MLHV64M4T90H,0,54,4.5,6.375,yes,USA,"When I was younger, I would go to school and college","It's raining tomorrow, so I'm not going to work",1146,Nice work...,30EV7DWJTVVH7EOHZGWBVU08Q2WY60,Approved,3WZ36BJEV3GTIO4BB3VLNDP7AGXTBL,7,5,1.875
A2MOA34S13GTHS,0,54,4.625,4.5,yes,USA,"When I was younger, I would go to school and  they make a vaccine","It's raining tomorrow, so  it sounds wrong to me on re-read",710,good,3CRWSLD91K472357G9UUIZZS2SCOMP,Approved,3IQ1VMJRYTK5FZQ57JQ8124PYR89A5,7,1,-0.125
A2MPA2HU1DF1ZZ,0,54,1.125,6.375,yes,USA,"When I was younger, I would go to school and listen to my teachers.","It's raining tomorrow, so I will be staying inside.",1804,{},3QGTX7BCHP2LT0Y8QJOPHVVA01Q5ZJ,Approved,3LYA37P8IQNUF5EOHUHTMM2BR37BKY,7,1,5.25
A2MX0EF342FY3P,0,54,2.5,7,yes,USA,"When I was younger, I would go to school and do my best to be a good student.","It's raining tomorrow, so I will carry an umbrella.",1739,"Interesting survey but I found that many of the questions could have been answered with either ""completely plausible"" or ""completely implausible"" depending on the use of colloquialism.",3D1UCPY6GG93VPAH3A0JPE0MNWS38M,Approved,3SNLUL3WO4NKVA5C2LAP6C7E5OHLUQ,7,1,4.5
A2MZTACGUOOMDO,0,54,2.125,3,yes,USA,"When I was younger, I would go to school and playing with my friends","It's raining tomorrow, so we buy groceries  in advance",1016,none,36BTXXLZ2V8UVQ8H2XB2Q0NXROBR46,Approved,3IJXV6UZ1XJQPH5PDOI79LS2HLJIR5,7,1,0.875
A2NAKIXS3DVGAA,0,54,1,7,yes,USA,"When I was younger, I would go to school and learn something interesting there.","It's raining tomorrow, so I will bring an umbrella.",2602,{},3P888QFVX3UYNI3Z821BZ8JXCT9QOE,Approved,3R5F3LQFV2K9NU2JL0PPFLQN2B1OZZ,7,1,6
A2NT3OQZUUZPEO,0,54,1.125,6.375,yes,USA,"When I was younger, I would go to school and try to learn stuff.","It's raining tomorrow, so I probably won't go to the park.",2571,{},3KTCJ4SCVG1M6BY6A7WJ63MK9H31MG,Approved,3DI28L7YXAEQG74MJBD1IFCXLUKE1Y,7,1,5.25
A2NT5QSDTUUHOA,0,54,4.75,4.875,yes,USA,"When I was younger, I would go to school and  I believe school is outdated","It's raining tomorrow, so we won't go to the park",2574,good,3IH9TRB0FBZ0AS8FPSYREAF3S8J1I0,Approved,3LRKMWOKB5HVGNDEY2RS88NK1672Z9,7,1,0.125
A2NXHJ905WLGAA,0,54,1.2,6.6,yes,USA,"When I was younger, I would go to school and meet with my friends in the cafeteria.","It's raining tomorrow, so I need to make sure I pack my umbrella.",956,{},3VDI8GSXAFT4P1M5YP7388PVR1X8GZ,Approved,3VELCLL3GKJIML4IEMX70XXXXVX1F1,7,1,5.4
A2OVX9UW5WANQE,0,54,1.4,7,yes,USA,"When I was younger, I would go to school and sit in a desk in a classroom.","It's raining tomorrow, so I will likely stay inside.",1786,{},38F60IALAGHQCH38NLTVECY2YXT0TD,Approved,31T4R4OBOSGPUVZAC0OFT137345C7Y,7,4,5.6
A2PLJREKV92BZN,0,54,1.5,5.875,yes,USA,"When I was younger, I would go to school and learn about different subjects.","It's raining tomorrow, so I will pack an umbrella on my way out.",427,{},32CAVSKPCEP5JJ3FJ9N5XD3EM35U10,Approved,3DPNQGW4LLF3VR8Q0BD54PRNGG646G,7,1,4.375
A2PTTSUG7NF42Q,0,54,2.5,5.75,yes,USA,"When I was younger, I would go to school and play with my friends after school","It's raining tomorrow, so  I will wear my rain coat.",2375,Red Forest,3DA79LNS59VMT92568BEGAW919CT30,Approved,3U088ZLJVKTKQI5V8S37QG0NN6IW0S,7,1,3.25
