WorkerId,HITId,Answer.proficiency1,Answer.proficiency2,proficiency_check_passed
A1PMZUBGXFANCI,3E9VAUV7BWEIUG0KPTDNBZ2UMLMYAQ,"When I was younger, I would go to school and spend my time learning.","It's raining tomorrow, so I will not go outside.",yes
A1PR74OHURJNTO,3E9ZFLPWOYS80TT8WLJY9JJ4XNXXIN,"When I was younger, I would go to school and read many books about history.","It's raining tomorrow, so I am going to stay at home.",yes
A1PR74OHURJNTO,3EN4YVUOUCS4V4DEE34YLKY490XJXR,"When I was younger, I would go to school and learn about the world.","It's raining tomorrow, so I am staying at home.",yes
A1PTH9KTRO06EG,3IVEC1GSLPZW53SL7AJRQBU35N7J1T,"When I was younger, I would go to school and spend time with friends.","It's raining tomorrow, so better bring my jacket.",yes
A1PTH9KTRO06EG,3ULIZ0H1VA5OY4D0I8FXP1BYMKN51Z,"When I was younger, I would go to school and play football for the school.","It's raining tomorrow, so i think practice may be canceled.",yes
A1PZIN8H1VI6SY,35F6NGNVM8J4US3S8KE4TR8P5997TP,"When I was younger, I would go to school and enjoyed my clsses","It's raining tomorrow, so i will not be able to go",yes
A1Q0G8JA5EZ8EI,3V8JSVE8YYQLKTHW5YF97ISL6YVEY7,"When I was younger, I would go to school and learnt many subjects","It's raining tomorrow, so carry ab umbrella",no
A1Q56N80RJLQ7S,37G6BXQPLQLCBRQAEOYFUWPJ7PEEQ4,"When I was younger, I would go to school and always learn something new.","It's raining tomorrow, so I'm going to plan errands for another day.",yes
A1QGG767E07WBA,375VMB7D4JJU2NOR5LIMFCGCG3WDI7,"When I was younger, I would go to school and play with all of my friends.","It's raining tomorrow, so I will enjoy the day by watching movies on the couch.",yes
A1QJ2VPPZG16EG,3FBEFUUYRK5GBWQEJAIVS8I1NBU6AZ,"When I was younger, I would go to school and pay attention to the teacher.","It's raining tomorrow, so I will be sure to take an umbrella to school.",yes
A1QT7BQZVOBSY0,3XT3KXP24ZYVHE9CVYA8966KZH9I6K,"When I was younger, I would go to school and play, during recess, with my friends.","It's raining tomorrow, so I will probably stay inside and do some housecleaning.",yes
A1R0HUJFW46OV9,30ZKOOGW2W6L4APHD46EXCRKF0E1AW,"When I was younger, I would go  school  and park","It's raining , so cold",no
A1R1E7TZ9OHFIG,33QQ60S6ASI5CUIXNQJ5J8K4HB00U4,"When I was younger, I would go to school and sleep as others learn.","It's raining tomorrow, so I won't attend the wedding.",yes
A1R37XA9QPSIAN,373L46LKP76YB4E7FKP9VQQ2DRIKJ3,"When I was younger, I would go to school and study with my friends.","It's raining tomorrow, so I better bring an umbrella",yes
A1R554ICJMAA4Y,32204AGAABCXICNY1T19LLIUTIXHGS,"When I was younger, I would go to school and i learn how to socialize","It's raining tomorrow, so we can't play soccer tomorrow",yes
A1R780RJYQ68GY,33QQ60S6ASI5CUIXNQJ5J8K4HBZU0X,"When I was younger, I would go to school and to earn myself a good grade in all my course work","It's raining tomorrow, so I will need an umbrella",no
A1R8A8BK2VN7RH,3LG268AV386CNS5AR3NFZMZO3BGER5,"When I was younger, I would go to school and do all my homework","It's raining tomorrow, so I will bring an umbrella",yes
A1R8A8BK2VN7RH,3QTFNPMJC6IPJP4EUJKBBCVWRMPNZQ,"When I was younger, I would go to school and pay attention to the teacher.","It's raining tomorrow, so I will bring an umbrella.",yes
A1ROEDVMTO9Y3X,3126F2F5F83RBFPVEBJQURZ92TSPEO,"When I was younger, I would go to school and learn new subjects","It's raining tomorrow, so I will stay at home",yes
A1ROEDVMTO9Y3X,374UMBUHN5PA69YOZ1MF9D037MPTCY,"When I was younger, I would go to school and study real hard","It's raining tomorrow, so I will bring my umbrella",yes
A1S88VQY8G8CNC,3FHTJGYT8N0PVTLMK69EUUKLF97PG5,"When I was younger, I would go to school and look forward to the end of the school day.","It's raining tomorrow, so I will spend the entire day indoors.",yes
A1SHLWKA0UH1IS,34HEO7RUG6U9XFOYBYLT339XIWIAR6,"When I was younger, I would go to school and enjoy seeing my friends.","It's raining tomorrow, so I will carry my umbrella.",yes
A1SISJL5ST2PWH,3Q9SPIIRWJME5B5KASVZQ2HEABXAW9,"When I was younger, I would go to school and learn about math","It's raining tomorrow, so I am going to use an umbrella",yes
A1SIUJEL2LS8UO,31D0ZWOD0AZLXL4ZHL2EJ78A96IA07,"When I was younger, I would go to school and talk with my friends.","It's raining tomorrow, so I purchased an umbrella.",yes
A1SN0UU3V61IIM,3GL25Y6843UUWCJZH0HQ1CQLDUSMXY,"When I was younger, I would go to school and get a good education.","It's raining tomorrow, so I will remain indoors.",yes
A1SOFLJOEQB591,33EEIIWHK77TD2CW9ENPU0D58M6QVG,"When I was younger, I would go to school and read lots of books.","It's raining tomorrow, so I'm going to cancel my golf game.",yes
A1SOFLJOEQB591,3MJ28H2Y1E89UWK1OAD81XO6GXMO5Z,"When I was younger, I would go to school and learn as much as I could.","It's raining tomorrow, so I need to pack my raincoat and umbrella.",yes
A1SP4XA17LVUQI,3BFNCI9LYKQZVB5YT58DBE4RCCM37Z,"When I was younger, I would go to school and ride the bus home.","It's raining tomorrow, so I should probably put the car in the garage.",yes
A1SX8IVV82M0LW,32TMVRKDGNYODLTL3O52ZJSS0UY84H,"When I was younger, I would go to school and try to finish some last minute homework.","It's raining tomorrow, so I should plan to bring an umbrella with me.",yes
A1T643M1P572AA,33BFF6QPI1BELQ6Z1DGP3U3853UW3T,"When I was younger, I would go to school and learn about english lessons","It's raining tomorrow, so i will take an umbrella with me",yes
A1TARNH07A75CG,3L2OEKSTW9A4BS75SVT9F8WZWXMY8M,"When I was younger, I would go to school and sit in the back of the class","It's raining tomorrow, so I should wear my rain coat",yes
A1TARNH07A75CG,3SSN80MU8COZ6OJWWO4AMZYHOPXKXR,"When I was younger, I would go to school and talk to my friends.","It's raining tomorrow, so I'll make sure to bring an umbrella.",yes
A1TEXCUTI4IUUN,3D42WVSDH8VDQ7HS09ZFP0DLJ1ZYF3,"When I was younger, I would go to school and I studied with my friends and learned new things.","It's raining tomorrow, so Iâ€™ll stay in my house and make hot chocolate.",yes
A1TLNLB9D87H6,3S8APUMBJXJHDZOHQHLVHPFKXQSFBB,"When I was younger, I would go to school and put my books in my locker.","It's raining tomorrow, so I need to carry an umbrella.",yes
A1TPGXT718D68E,31HLTCK4BLV20DII6IID0M932ZXVGQ,"When I was younger, I would go to school and be nice to other people.","It's raining tomorrow, so I should wear long pants.",yes
A1TRO537S2U7QV,3OEWW2KGQJB4Y9ZU3GVRZ9CYSCVDO2,"When I was younger, I would go to school and I learnt many things.","It's raining tomorrow, so we have to carry our umbrella with us.",yes
A1TW2BZRRS874Z,3JGHED38EDR0BE2MIQ131804LDGY7Z,"When I was younger, I would go to school and learn something new everyday.","It's raining tomorrow, so I will stay inside.",yes
A1TZ9YVT2ILX01,3JU8CV4BRLCDN62K8PMMZ3TN6VYPOS,"When I was younger, I would go to school and N","It's raining tomorrow, so",no
A1U3TT3VMH9FU9,3VAOOVPI3ZSFQ0KP35DNQ5G97IHLL3,"When I was younger, I would go to school and listen attentively to my teacher.","It's raining tomorrow, so I am getting my umbrella so I don't get wet.",yes
A1U4DNYKF6YUY3,3EQVJH0T40L1NH94LT0GK4XJJC5HT1,"When I was younger, I would go to school and learn math, play games on the playground and eat lunch.","It's raining tomorrow, so I am going to stay inside and read books all day.",yes
A1U69QDM8UIXZ5,3X0EMNLXEPP8DQBH9180UVNV2OVPVU,"When I was younger, I would go to school and sit staring at a chalkboard each day.","It's raining tomorrow, so I need to get my arruns done today.",yes
A1U8RH67FLZW87,33KMQD9OFJEHWU6LVHB3OVG7GCI77D,"When I was younger, I would go to school and learn new concepts in math.","It's raining tomorrow, so I am going to watch a few movies.",yes
A1UOIJJQTPB7M5,3LVTFB9DE5IAV5M1KJO3UZAVK5TGQN,"When I was younger, I would go to school and then come home to do homework.","It's raining tomorrow, so I'll probably just stay home.",yes
A1UY2W2FL9CWN,38LRF35D5LW1TMHU6D1OL6IBKNJU3S,"When I was younger, I would go to school and play with my friends on the playground at recess.","It's raining tomorrow, so I won't be able to cut the grass then.",yes
A1UZXOMO6BS6I2,3TZDZ3Y0JS67ZRFCLYSE1HG09IW19H,"When I was younger, I would go to school and pay attention in class.","It's raining tomorrow, so I will bring an umbrella with me.",yes
A1V1JNPU0KOA3X,39N6W9XWRDNJ47DNBT5X7LDXKGZYG2,"When I was younger, I would go to school and eagerly study historical events.","It's raining tomorrow, so I will carry my umbrella when I go out.",yes
A1V26049BBUXDX,3YKP7CX6G2F4Y69B8YNJTX23Z297BZ,"When I was younger, I would go to school and pray the teacher did not call on me.","It's raining tomorrow, so I will wear my rain boots and rain coat.",yes
A1V3LZ17TYZZPA,36FQTHX3Z3RMXN8O6MKTGGQNV2D3BL,"When I was younger, I would go to school and enjoy my classroom actives.","It's raining tomorrow, so canceled my plan.",no
A1VIP6S8H2XXH7,366FYU4PTGPQ0OSF1JEIYADA8JMEKC,"When I was younger, I would go to school and talk to my friends.","It's raining tomorrow, so I need to remember a jacket.",yes
A1VKGII4PKKS3T,3OYHVNTV5TYCCF54VXHE3M7OCLSKOM,"When I was younger, I would go to school and goes to music class.","It's raining tomorrow, so school leave announced.",no
A1VMPZVVVZUCS4,3D06DR5225JI0ZB66QPCH4FNC9JAMI,"When I was younger, I would go to school and play in the playground at recess.","It's raining tomorrow, so I think I'll stay indoors and clean the house.",yes
A1VR1XQEQQXYUE,3NSM4HLQNRU18UGFNFTFODEXRURQQM,"When I was younger, I would go to school and paint several pictures of houses and trees","It's raining tomorrow, so i will probably drive to work instead of bike to work",yes
A1VRG5HKZC0H0C,3EQPA8A374WT0ZDTFLSJI5EFH0VJZO,"When I was younger, I would go to school and head straight to my locker.","It's raining tomorrow, so I will plan to stay inside.",yes
A1VWP7HOSGKATD,3MJ9GGZYO36STV7DW86S2V1P642A2R,"When I was younger, I would go to school and college","It's raining tomorrow, so cannot come office",no
A1W7I6FN183I8F,39AYGO6AFFKNVFK3SEN0EE21LG3N65,"When I was younger, I would go to school and play sports with my friends at recess.","It's raining tomorrow, so make sure to bring an umbrella.",yes
A1WJ54G7U8B57Y,3RWO3EJELH9SREVJ2NOBN7GFDKOP15,"When I was younger, I would go to school and learn new things with other pupils","It's raining tomorrow, so I have to carry my umbrella along",yes
A1X53DM4NR6P07,3FHTJGYT8N0PVTLMK69EUUKLF97GPW,"When I was younger, I would go to school and take lessons in speech.","It's raining tomorrow, so I need to take an umbrella with me.",yes
A1XQOZV8LQDM22,3MXX6RQ9EV59JDS2P57DL5NIP4YP4I,"When I was younger, I would go to school and play with my friends","It's raining tomorrow, so I will be expecting your message very early.",yes
A1XUZFDVKP95VC,3ATYLI1PRT2H1VZMDCH2277BXWSJOM,read books in the library at lunch,will bring my umbrella when i go out,yes
A1XUZFDVKP95VC,3TC2K6WK9G2EA7EYZAME64VUGG282L,play outside with my friends at recess,bring an umbrella with you,yes
A1XVEKS9O73ERE,3UEDKCTP9VQ5R9D5EB0CS0LTMPP7KC,"When I was younger, I would go to school and learn how to count.","It's raining tomorrow, so bring your umbrella.",yes
A1XWBSRUGGNEA2,3DZKABX2ZI5PJ12D4WMUAVOO35GCV3,"When I was younger, I would go to school and play sports with my friends","It's raining tomorrow, so I will stay at home",yes
A1YA7TP3N05FII,3XD2A6FGFNU7TBE6YH7YXI39YGJ9SE,"When I was younger, I would go to school and enjoy with friends but i get nervous, teachers will scold and they will give punishments","It's raining tomorrow, so i will asleep with warm. And enjoy the rainy day",no
A1YH2I4Y2SYAXJ,3P7RGTLO6EDNABB3LECW2RNJNXVAK6,"When I was younger, I would go to school and put my books in my locker before heading to first-period gym class.","It's raining tomorrow, so I'll grab my umbrella on the way out the door.",yes
A1YSYI926BBOHW,3ABAOCJ4R84ANFINVMMY74USHTUQMZ,"When I was younger, I would go to school and plat with friends.","It's raining tomorrow, so bring an umbrella.",yes
A1YSYI926BBOHW,3KWGG5KP6J26TE84Q4L3NZ5BCC4CMM,"When I was younger, I would go to school and hang out with friends.","It's raining tomorrow, so i'll wear a hat when i go out.",yes
A1YVERGDC9B34B,3MWOYZD5WVODKLQ7SA9UVEOS7IMNOO,"When I was younger, I would go to school and go to the playground","It's raining tomorrow, so carry an umbrella with you when you go out",yes
A1Z1O6MMOB3UWW,39XCQ6V3KY4J5QEXOEREKX2FVXT65T,"When I was younger, I would go to school and make new friends at recess.","It's raining tomorrow, so I won't be doing any yardwork.",yes
A1Z27X99F97JSR,35O6H0UNLSGVTLT48XL3T17KG1N5J3,"When I was younger, I would go to school and learning the subject","It's raining tomorrow, so i am so happy",no
A1ZDR2UN7M92LI,3K1H3NEY7LZG6WIWFXIJU03W1Q4DGF,"When I was younger, I would go to school and I was taught things that I would later forget in life.","It's raining tomorrow, so I should probably make sure to carry and umbrella with me.",yes
A1ZI4VU6650Q8B,3A3KKYU7P3HF7CE97VL4ZTCE4SMMW5,"When I was younger, I would go to school and play in the band.","It's raining tomorrow, so I will take an umbrella.",yes
A1ZJLRH64XQTUV,307L9TDWJYSOYWXL9CP27BQHBP1N3Z,"When I was younger, I would go to school and stuty well","It's raining tomorrow, so happy",no
A1ZRK6K5JUPJAV,3WGZLY9VCHM1DHCEWZ6V2NMYD7RD8Z,"When I was younger, I would go to school and try to understand what the teacher was teaching.","It's raining tomorrow, so I will bring along an umbrella.",yes
A1ZT30BGR3266K,3G4VVJO6PZGUXFH5AXUTSMCEMQOKP3,"When I was younger, I would go to school and change the date on the chalkboard.","It's raining tomorrow, so I'll probably play games inside.",yes
A2041SELGSFS4X,3E9VAUV7BWEIUG0KPTDNBZ2ULJXAY8,"When I was younger, I would go to school and have fun with my friends.","It's raining tomorrow, so i will wear a raincoat.",yes
A207IHY6GERCFO,3SR6AEG6W5TX438YVZNFSLPYYENHYQ,"When I was younger, I would go to school and sit in a classroom.","It's raining tomorrow, so I will stay home.",yes
A209KMZQTLEZZC,3DGDV62G7O9ZGZDFLROPSQQK6SS2PU,"When I was younger, I would go to school and learn the multiplication tables.","It's raining tomorrow, so maybe we shouldn't go hiking.",yes
A20N1NK5X5S88F,3VIVIU06FKCX6HU4IEHPY236PHOMIY,"When I was younger, I would go to school and eat some amazing pizza.","It's raining tomorrow, so stay home, Netflix and chill.",yes
A20RCHED1QJNFN,324N5FAHSXB72ZE1W93SYE1W8EPKVO,Some kids feel nervous or a little scared on the first day of school because of all the new,"The reason this sentence is confusing is the ambiguous ""it is"". Dependi",yes
A21UA6O7ZFAIQJ,3UZUVSO3P7VLQCSIMVRYDN5EXOHMEP,"When I was younger, I would go to school and try to be quiet.","It's raining tomorrow, so let's get everything done today.",yes
A22AL9CY652GH4,36JW4WBR06KR4CR3Q9VR30IIS3XHFT,"When I was younger, I would go to school and colleges","It's raining tomorrow, so unless you wanna get drenched you're gonna need your umbrella",yes
A22AL9CY652GH4,3XDSWAMB22SXET6WIXSK48PGMD1CQ9,"When I was younger, I would go to school and read lessons in classrooms","It's raining tomorrow, so i have to cancel my schedule on tomorrow",no
A22W4Y4UI182L2,3BAWBGQGYLZJ7K7HDFEJU9WA2UP7V5,"When I was younger, I would go to school and","It's raining tomorrow, so",no
A23BWWRR7J5XLS,36JW4WBR06KR4CR3Q9VR30IIS3XHFT,"When I was younger, I would go to school and play with friends there.","It's raining tomorrow, so makes sure to dress accordingly.",yes
A23EWFNNOUS10B,3WPCIUYH1A8KB142ZXHQTJILSM1TDY,"When I was younger, I would go to school and learn about science.","It's raining tomorrow, so bring an umbrella.",yes
A23G1L7KYHK9F2,307L9TDWJYSOYWXL9CP27BQHBP1N3Z,"When I was younger, I would go to school and try my best to pay attention.","It's raining tomorrow, so I probably won't leave my house.",yes
A23KAJRDVCVGOE,31ANT7FQN82Z2FYEKXIIHOR539JH5A,"When I was younger, I would go to school and play with my friends","It's raining tomorrow, so i brought my umbrella",yes
A245AY2S0S7IS4,3EN4YVUOUCS4V4DEE34YLKY4A2MXJZ,"When I was younger, I would go to school and learn a new skills","It's raining tomorrow, so expect to office leave",no
A248QG4DPULP46,3EKZL9T8Y8MK107TZ75QVUXFVQ5HCI,"When I was younger, I would go to school and talk to my friends.","It's raining tomorrow, so I will drive the car to work instead of walking.",yes
A24B5UF6RMHYGX,3AXFSPQOYQYNVIMTE9YCFDYX5V1FJW,"When I was younger, I would go to school and eat lunch with friends.","It's raining tomorrow, so I will complete a puzzle.",yes
A24LB89P1BPKKF,3OCZWXS7ZO71OBH4BIXG9GKCLSI5L0,"When I was younger, I would go to school and learn as much as possible.","It's raining tomorrow, so I will need to bring my umbrella.",yes
A24LC97AU3QC7G,3EHVO81VN5L0EXXVJAG6EYEORTEH1S,"When I was younger, I would go to school and read, learn and get into trouble.","It's raining tomorrow, so I won't be going outside much.",yes
A24LUXW1DB1QI5,3XDSWAMB22SXET6WIXSK48PGNFQQCH,"When I was younger, I would go to school and learn new things.","It's raining tomorrow, so I will bring an umbrella.",yes
A24M9OW53CLT94,3IV1AEQ4DRDEG3C66VS65LHBJTE8J3,"When I was younger, I would go to school and diligently listen to my lectures.","It's raining tomorrow, so I better think about what I can appropriately wear.",yes
A24PRZS7ANKGO3,3L7SUC0TTUUMZMDOEOSJSY3A4PX0MC,"When I was younger, I would go to school and learn lessons","It's raining tomorrow, so I won't go outside",yes
A24U4J5I2J4VFV,3ZTE0JGGCESUTHTG3K0GF3UG7CJCO1,"When I was younger, I would go to school and complete my classwork and behave.","It's raining tomorrow, so I will stay inside and read a book.",yes
A252T7WQTVJNR3,3SZYX62S5G029QS27OW6QB2BP6N75Y,"When I was younger, I would go to school and","It's raining tomorrow, so",no
A2541C8MY0BYV3,3LAZVA75NIRHVZ1E6RBA3QLUWNW2OD,"When I was younger, I would go to school and make friends with other children.","It's raining tomorrow, so i will bring an umbrella.",yes
A2541C8MY0BYV3,3RWO3EJELH9SREVJ2NOBN7GFDKOP15,"When I was younger, I would go to school and learn from my teacher.","It's raining tomorrow, so i brought an umbrella.",yes
A2541C8MY0BYV3,3W31J70BASWB3Q815S8N8MD7N79CKH,"When I was younger, I would go to school and make some new friends.","It's raining tomorrow, so i will bring an umbrella.",yes
A256FHXGSY0E5D,304QEQWKZPKAZPY0R47WK2SFZPC0OR,"When I was younger, I would go to school and do my best to learn.","It's raining tomorrow, so I will bring an umbrella.",yes
A256FHXGSY0E5D,3LAZVA75NIRHVZ1E6RBA3QLUVL62OI,"When I was younger, I would go to school and make some new friends.","It's raining tomorrow, so I'm going to bring an umbrella.",yes
A2580O4IYRX53L,3SMIWMMK615YKKJIGXCQQ3T8HEPUW5,"When I was younger, I would go to school and read the book.","It's raining tomorrow, so want to eat ice cream.",no
A2580O4IYRX53L,3YZ7A3YHR5TOSOCUVRUHL2Y7CK0S56,"When I was younger, I would go to school and read a books.","It's raining tomorrow, so waiting for eat a ice cream.",no
A25FH7PXC446RG,3SNR5F7R92TZUT2R1GT6LUYXGFXEI1,"When I was younger, I would go to school and play with my friends at recess.","It's raining tomorrow, so I will stay inside and read a book.",yes
A25G5GC7IS14ZE,3EKZL9T8Y8MK107TZ75QVUXFVQ5HCI,"When I was younger, I would go to school and playground also","It's raining tomorrow, so leave",no
A25KM5DM1Z09ZN,30Y6N4AHYPW7VMRAV8CVT4H33ZFDRB,"When I was younger, I would go to school and have fun playing during recess with my friends.","It's raining tomorrow, so I'd better bring a raincoat and a umbrella.",yes
A25MM8IKSW3G19,37SDSEDIN927LMW2G6M01LLPPCE18S,"When I was younger, I would go to school and and pay attention to my teachers","It's raining tomorrow, so I will not be going to the beach",yes
A25N0K40JAZTN1,3QD8LUVX4XYWO5YTP104KAFZS1S5XM,"When I was younger, I would go to school and pay attention to the teachers.","It's raining tomorrow, so I'll stay inside and practice my disc golf putting in the basement.",yes
A25PFSORDO3SWQ,3XQ4XW3OD9CWTRT7D8SJNVVVSA92SF,"When I was younger, I would go to school and enjoy most of my day.","It's raining tomorrow, so I doubt the parade will happen.",yes
A2615YW1YERQBO,3909MD9T2ZHFK20108NLIXL50N5FEB,"When I was younger, I would go to school and have to sty until afternoon.","It's raining tomorrow, so I will stay inside.",yes
A26M997VYVK0E6,30UZJB2POHCK87RF5CTGDUQVK4153R,"When I was younger, I would go to school and pay attention in class.","It's raining tomorrow, so I'm going to be wearing my sweater and take an umbrella.",yes
A26NGLGGFTATVN,3XD2A6FGFNU7TBE6YH7YXI39YGJ9SE,"When I was younger, I would go to school and sit in a classroom.","It's raining tomorrow, so I'll need to pack an umbrella.",yes
A270HX8LH9LJ8W,3N3WJQXELSQ9PEYHTZVIB9H00982LU,"When I was younger, I would go to school and try to stay out of trouble.","It's raining tomorrow, so it will be too muddy to play outside.",yes
A2717S28QHY09K,33NKDW9FFXIHNQ784BNCYGL9JGOCX6,"When I was younger, I would go to school and study","It's raining tomorrow, so I cant come",yes
A2717S28QHY09K,3ATYLI1PRT2H1VZMDCH2277BXWSJOM,"When I was younger, I would go to school and study","It's raining tomorrow, so I cant come",yes
A2717S28QHY09K,3DZKABX2ZI5PJ12D4WMUAVOO35GCV3,"When I was younger, I would go to school and study","It's raining tomorrow, so I cant go",yes
A272X64FOZFYLB,35A1YQPVFEGZYA9YQF03H0SK3MY5IR,"When I was younger, I would go to school and listen carefully to the teachers.","It's raining tomorrow, so I will bring an umbrella.",yes
A273DS7TQWR9M1,36KM3FWE3RC3EJ61AIQU9G6K8YC70D,"When I was younger, I would go to school and hang out with my friends.","It's raining tomorrow, so I will bring an umbrella.",yes
A27TE0L5XP1H0U,3THR0FZ95PTNWLNMGXTFIMK32NMLOK,"When I was younger, I would go to school and play with all the other kids.","It's raining tomorrow, so I am not going to work outisde.",yes
A27VFM67RPD2L5,3PZDSVZ3J5H9GSGP9QULHGINPPXN4K,"When I was younger, I would go to school and hate every minute of being in class.","It's raining tomorrow, so I don't think I'll be taking a walk after all.",yes
A27W025UEXS1G0,3LOJFQ4BOXFL8IEF5O3YSSVP87LDKI,"When I was younger, I would go to school and stare at the clock all day.","It's raining tomorrow, so I better bring a raincoat.",yes
A281NYJUA83Y3Y,3N2YPY1GI6Y4GZMR0NSP0JORPJIVE9,"When I was younger, I would go to school and play soccer during recess breaks.","It's raining tomorrow, so I will be sure to bring my umbrella.",yes
A28AXX4NCWPH1F,38DCH97KHH2KM7C2SP96RC2BDZZQJV,"When I was younger, I would go to school and learn about many subjects.","It's raining tomorrow, so I need to bring my umbrella",yes
A28LMUIZO84GAX,3VLL1PIENQO71A4QVYKOQ1V1GT4ZOK,"When I was younger, I would go to school and BOY","It's raining tomorrow, so MUCH",no
A28VB70F9S8TJ9,3LVTFB9DE5IAV5M1KJO3UZAVK5TGQN,"When I was younger, I would go to school and park","It's raining tomorrow, so come with Umberlla",no
A28ZPY6D5AS7GZ,3JAOYN9IHL2HUS4BRT5NYXSB7A033U,"When I was younger, I would go to school and try to learn some things.","It's raining tomorrow, so I will not be riding my bike.",yes
A29AF16RLMI0ES,3CVDZS288H0DWQSEH6B4V5QE9PWFM0,"When I was younger, I would go to school and learn new things while studying.","It's raining tomorrow, so I doubt if I can go golfing if it truly will be raining tonmorrow.",yes
A29IBNSV45WIMQ,3XUY87HIVPEJ20KV3TFHQVAN6Q8MME,"When I was younger, I would go to school and participate in class with the other students","It's raining tomorrow, so i'm going to be staying indoors",yes
A29VL3MZE7YPBZ,37SDSEDIN927LMW2G6M01LLPOAO814,"When I was younger, I would go to school and learn about diiferent subjects.","It's raining tomorrow, so I should bring an umbrella.",yes
A2A5HAPJD18TRU,3Q9SPIIRWJME5B5KASVZQ2HEBDMWAP,"When I was younger, I would go to school and learn many important things.","It's raining tomorrow, so I will need to wear a raincoat.",yes
A2A6FH0F7LD9ND,3PIOQ99R7YM8XQA4OWL3UKGHP4ANU1,"When I was younger, I would go to school and sleep on the desk.","It's raining tomorrow, so I will take an umbrella.",yes
A2AAFWAAS9C1QC,3YGE63DIN8XI4Y72IQY61W512RB0W3,"When I was younger, I would go to school and learn from my teachers about history.","It's raining tomorrow, so I won't be able to mow the yard.",yes
A2AU2E2E9A0I1,3JVP4ZJHDPS033NXT9UR05WTNGD0IW,"When I was younger, I would go to school and come home and do homework.","It's raining tomorrow, so I will stay inside.",yes
A2AU47UQON6TL9,39KV3A5D1873FSQDJK9EJMC33QVS7L,"When I was younger, I would go to school and say good morning to my friends.","It's raining tomorrow, so I will stay home and play video games.",yes
A2AVJV2HSJ6KW,3XUSYT70IT1JVS7B1VTG98GGU9FD0C,"When I was younger, I would go to school and learn about different subjects like math, history, and science.","It's raining tomorrow, so remember to take your umbrella.",yes
A2B0FLA55RH047,375VSR8FVW9AYNW6NQ1SKW06RHPRZO,"When I was younger, I would go to school and play with all my friends.","It's raining tomorrow, so I will stay inside.",yes
A2B153AHPWHLH1,3SSN80MU8COZ6OJWWO4AMZYHPRMXKY,"When I was younger, I would go to school and socialize with my friends for most of the day.","It's raining tomorrow, so will bring an umbrella when I go to work.",yes
A2B8SDLDMPK3RL,3AC6MFV69KIX9TI3RLPY6SY048RHZH,"When I was younger, I would go to school and go to my classes","It's raining tomorrow, so i will stay inside",yes
A2BABL5AHUOYC7,368IUKXGA58NY0WG8T0SI37WLV4P63,"When I was younger, I would go to school and learn more than just the basic things","It's raining tomorrow, so I have to be fully prepared for it.",yes
A2BDNO754C8EMN,34XASH8KLQMPN3H8V9797Z4IBVJMPA,"When I was younger, I would go to school and playing ground everyday evening.","It's raining tomorrow, so I'm not going to office",no
A2BK9RMC0NOIH8,3MNJFORX8B4FOJ78P7UIE3FSOWW5FV,"When I was younger, I would go to school and read the math textbooks.","It's raining tomorrow, so I am going to bring an umbrella.",yes
A2BQ9CT9T9GIXH,3M93N4X8HKNWZNRFKTYBMCHCULVJSJ,"When I was younger, I would go to school and learn a lot of interesting things.","It's raining tomorrow, so I'd better take an umbrella.",yes
A2BUHMLNE3LUU0,3H6W48L9F4PLSFBMZBDWGX699XXPW4,"When I was younger, I would go to school and learned many subject","It's raining tomorrow, so I will take an umbrella",no
A2C84POENS2UNY,3ZVPAMTJWN3A7611XYD3ZPK0GRVGRO,"When I was younger, I would go to school and learn how to read.","It's raining tomorrow, so we should bring an umbrella.",yes
A2CD4H68NVVC5A,3MQY1YVHS3KXC5C52M6OX6LVOMNB2N,"When I was younger, I would go to school and riding books","It's raining tomorrow, so is leave",no
A2CEGS0NVDBCPT,32ZCLEW0BZKZMVBNSCUHR7C171OJP3,"When I was younger, I would go to school and play basketball on the playground with my friends.","It's raining tomorrow, so i will probably need to bring my umbrella to work.",yes
A2CHN7YRG2LE9E,3NSCTNUR2ZNKSSQ0ER8Q0241QETA5S,"When I was younger, I would go to school and college in degree finished.","It's raining tomorrow, so sun in the earthup surrounding.",no
A2CIRSDBG6NQU1,3GONHBMNHVYJ17JEII5BYX6WLUQMZV,"When I was younger, I would go to school and attend my classes.","It's raining tomorrow, so I'll probably stay indoors.",yes
A2CJYS92WX7HN6,3M93N4X8HKNWZNRFKTYBMCHCULVJSJ,"When I was younger, I would go to school and listen to the teacher.","It's raining tomorrow, so I'm going to stay inside.",yes
A2CM5OMFQ6OUIU,33W1NHWFYHLNE29YRF6NKB1OF1LZT6,"When I was younger, I would go to school and learning the subject.","It's raining tomorrow, so i am so happy.",no
A2CPI18KZN30KW,3A9LA2FRWSE84YIOQ31D97IPW8THXK,loved to study books,its better to take an umbrella,yes
A2CWJRAEFZ44HU,3HXCEECSQMTJVO8S1LTMSST3U33ZYV,"When I was younger, I would go to school and smoke cigarettes in the bathroomo","It's raining tomorrow, so i think i'll have soup for dinner",yes
A2DNAK7ZHXUL77,3X55NP42EOGO1H9YPR2UB0VCB42P3X,"When I was younger, I would go to school and learn a things","It's raining tomorrow, so It is going to rain tomorrow",no
